   1.000    1.000    0.002
   1.000    2.000    0.003
   1.000    3.000    0.005
   1.000    4.000    0.006
   1.000    5.000    0.008
   1.000    6.000    0.009
   1.000    7.000    0.011
   1.000    8.000    0.012
   1.000    9.000    0.014
   1.000   10.000    0.015
   1.000   11.000    0.017
   1.000   12.000    0.018
   1.000   13.000    0.019
   1.000   14.000    0.021
   1.000   15.000    0.022
   1.000   16.000    0.023
   1.000   17.000    0.024
   1.000   18.000    0.026
   1.000   19.000    0.027
   1.000   20.000    0.028
   1.000   21.000    0.029
   1.000   22.000    0.030
   1.000   23.000    0.031
   1.000   24.000    0.032
   1.000   25.000    0.032
   1.000   26.000    0.033
   1.000   27.000    0.034
   1.000   28.000    0.034
   1.000   29.000    0.035
   1.000   30.000    0.035
   1.000   31.000    0.036
   1.000   32.000    0.036
   1.000   33.000    0.036
   1.000   34.000    0.037
   1.000   35.000    0.037
   1.000   36.000    0.037
   1.000   37.000    0.037
   1.000   38.000    0.037
   1.000   39.000    0.037
   1.000   40.000    0.037
   1.000   41.000    0.037
   1.000   42.000    0.037
   1.000   43.000    0.037
   1.000   44.000    0.036
   1.000   45.000    0.036
   1.000   46.000    0.036
   1.000   47.000    0.036
   1.000   48.000    0.035
   1.000   49.000    0.035
   1.000   50.000    0.035
   2.000    1.000    0.003
   2.000    2.000    0.006
   2.000    3.000    0.009
   2.000    4.000    0.012
   2.000    5.000    0.015
   2.000    6.000    0.019
   2.000    7.000    0.022
   2.000    8.000    0.025
   2.000    9.000    0.027
   2.000   10.000    0.030
   2.000   11.000    0.033
   2.000   12.000    0.036
   2.000   13.000    0.039
   2.000   14.000    0.041
   2.000   15.000    0.044
   2.000   16.000    0.047
   2.000   17.000    0.049
   2.000   18.000    0.051
   2.000   19.000    0.054
   2.000   20.000    0.056
   2.000   21.000    0.058
   2.000   22.000    0.060
   2.000   23.000    0.061
   2.000   24.000    0.063
   2.000   25.000    0.065
   2.000   26.000    0.066
   2.000   27.000    0.067
   2.000   28.000    0.069
   2.000   29.000    0.070
   2.000   30.000    0.071
   2.000   31.000    0.071
   2.000   32.000    0.072
   2.000   33.000    0.073
   2.000   34.000    0.073
   2.000   35.000    0.074
   2.000   36.000    0.074
   2.000   37.000    0.074
   2.000   38.000    0.074
   2.000   39.000    0.074
   2.000   40.000    0.074
   2.000   41.000    0.074
   2.000   42.000    0.074
   2.000   43.000    0.073
   2.000   44.000    0.073
   2.000   45.000    0.072
   2.000   46.000    0.072
   2.000   47.000    0.071
   2.000   48.000    0.071
   2.000   49.000    0.070
   2.000   50.000    0.069
   3.000    1.000    0.005
   3.000    2.000    0.009
   3.000    3.000    0.014
   3.000    4.000    0.019
   3.000    5.000    0.023
   3.000    6.000    0.028
   3.000    7.000    0.032
   3.000    8.000    0.037
   3.000    9.000    0.041
   3.000   10.000    0.046
   3.000   11.000    0.050
   3.000   12.000    0.054
   3.000   13.000    0.058
   3.000   14.000    0.062
   3.000   15.000    0.066
   3.000   16.000    0.070
   3.000   17.000    0.074
   3.000   18.000    0.077
   3.000   19.000    0.080
   3.000   20.000    0.084
   3.000   21.000    0.087
   3.000   22.000    0.090
   3.000   23.000    0.092
   3.000   24.000    0.095
   3.000   25.000    0.097
   3.000   26.000    0.099
   3.000   27.000    0.101
   3.000   28.000    0.103
   3.000   29.000    0.105
   3.000   30.000    0.106
   3.000   31.000    0.107
   3.000   32.000    0.108
   3.000   33.000    0.109
   3.000   34.000    0.110
   3.000   35.000    0.111
   3.000   36.000    0.111
   3.000   37.000    0.111
   3.000   38.000    0.111
   3.000   39.000    0.111
   3.000   40.000    0.111
   3.000   41.000    0.111
   3.000   42.000    0.111
   3.000   43.000    0.110
   3.000   44.000    0.110
   3.000   45.000    0.109
   3.000   46.000    0.108
   3.000   47.000    0.107
   3.000   48.000    0.106
   3.000   49.000    0.105
   3.000   50.000    0.104
